timestampLog,pid,condition_id,run_id,timestampConditionStart,timestampCollision,timestampClick,mouseIsInsideElement,targetX,targetY,targetWidth,targetHeight,cursorX,cursorY
1614366978928,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,654.9303395120692,346.69349782145866
1614366978990,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,654,345
1614366979023,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,654,344
1614366979045,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,653,344
1614366979226,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,652,344
1614366979237,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,648,349
1614366979249,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,639,368
1614366979259,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,627,412
1614366979282,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,623,443
1614366979284,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,621,460
1614366979294,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,616,496
1614366979313,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,610,532
1614366979317,18,0,1,1614366978928,1614366978711,1614366978926,false,563,598,100px,100px,607,565
1614366979328,18,0,1,1614366978928,1614366979328,1614366978926,true,563,598,100px,100px,607,612
1614366979345,18,0,1,1614366978928,1614366979328,1614366978926,true,563,598,100px,100px,609,622
1614366979353,18,0,1,1614366978928,1614366979328,1614366978926,true,563,598,100px,100px,616,647
1614366979362,18,0,1,1614366978928,1614366979328,1614366978926,true,563,598,100px,100px,619,651
1614366979421,18,0,1,1614366978928,1614366979328,1614366978926,true,563,598,100px,100px,620,651
1614366979522,18,0,1,1614366978928,1614366979328,1614366979522,true,563,598,100px,100px,620,651
1614366979523,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,735.2426986129635,28.511844965700845
1614366979530,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,736,28
1614366979547,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,737,25
1614366979552,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,738,23
1614366979668,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,737,24
1614366979756,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,738,15
1614366979767,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,742,4
1614366979785,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,744,1
1614366979793,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,747,1
1614366979802,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,751,1
1614366979812,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,753,1
1614366979830,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,756,1
1614366979835,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,757,1
1614366979845,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,758,1
1614366979862,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,762,1
1614366979869,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,765,1
1614366979879,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,767,1
1614366979903,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,768,1
1614366979914,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,770,2
1614366979933,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,773,10
1614366979936,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,774,16
1614366979949,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,775,24
1614366979960,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,774,28
1614366979970,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,770,31
1614366979983,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,766,33
1614366979996,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,763,33
1614366980006,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,755,36
1614366980015,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,741,47
1614366980030,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,728,63
1614366980037,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,703,97
1614366980047,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,693,113
1614366980068,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,668,153
1614366980072,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,645,189
1614366980085,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,636,206
1614366980094,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,626,224
1614366980105,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,622,238
1614366980118,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,619,265
1614366980130,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,621,293
1614366980140,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,624,310
1614366980149,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,627,325
1614366980163,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,628,330
1614366980173,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,629,332
1614366980218,18,0,2,1614366979523,1614366979328,1614366979522,false,633,278,100px,100px,631,331
1614366980230,18,0,2,1614366979523,1614366980230,1614366979522,true,633,278,100px,100px,634,329
1614366980240,18,0,2,1614366979523,1614366980230,1614366979522,true,633,278,100px,100px,639,326
1614366980251,18,0,2,1614366979523,1614366980230,1614366979522,true,633,278,100px,100px,642,322
