timestampLog,pid,condition_id,run_id,timestampConditionStart,timestampCollision,timestampClick,mouseIsInsideElement,targetX,targetY,targetWidth,targetHeight,cursorX,cursorY
1615564895831,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,982.7638454923966,376.4391969784558
1615564895996,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,983,374
1615564896014,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,983,373
1615564896030,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,984,372
1615564896047,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,986,370
1615564896063,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,988,368
1615564896080,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,365
1615564896096,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,364
1615564896115,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,364
1615564896130,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,364
1615564896146,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,364
1615564896163,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,362
1615564896180,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,347
1615564896197,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,327
1615564896213,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,319
1615564896230,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,990,315
1615564896246,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,988,311
1615564896265,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,978,301
1615564896280,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,971,297
1615564896297,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,969,297
1615564896314,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,965,296
1615564896330,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,953,296
1615564896347,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,933,300
1615564896365,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,901,309
1615564896380,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,868,323
1615564896397,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,834,342
1615564896413,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,805,364
1615564896432,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,781,383
1615564896447,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,769,390
1615564896463,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,767,391
1615564896580,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,762,392
1615564896597,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,756,393
1615564896614,14,-1,1,1615564895831,1615564895513,1615564895829,false,615,393,150px,50px,755,393
1615564896664,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,748,398
1615564896680,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,734,406
1615564896698,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,728,408
1615564896714,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,714,410
1615564896730,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,706,411
1615564896747,14,-1,1,1615564895831,1615564896664,1615564895829,true,615,393,150px,50px,705,411
1615564896851,14,-1,1,1615564895831,1615564896664,1615564896851,true,615,393,150px,50px,705,411
1615564896853,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,477.15145603573205,347.7806614532178
1615564896931,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,474,346
1615564896947,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,462,345
1615564897181,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,457,344
1615564897197,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,435,336
1615564897213,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,392,329
1615564897230,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,329,332
1615564897246,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,281,339
1615564897263,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,220,347
1615564897280,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,159,357
1615564897298,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,123,365
1615564897313,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,104,370
1615564897330,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,99,372
1615564897364,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,100,372
1615564897380,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,107,375
1615564897396,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,119,379
1615564897413,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,136,384
1615564897430,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,158,391
1615564897447,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,177,399
1615564897464,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,184,403
1615564897481,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,185,405
1615564897497,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,185,407
1615564897513,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,184,410
1615564897530,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,182,416
1615564897547,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,179,427
1615564897564,14,-1,2,1615564896853,1615564896664,1615564896851,false,131,445,150px,50px,176,442
1615564897580,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,175,453
1615564897597,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,174,467
1615564897615,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,175,477
1615564897630,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,176,479
1615564897647,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,177,480
1615564897681,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,178,480
1615564897697,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,178,478
1615564897731,14,-1,2,1615564896853,1615564897580,1615564896851,true,131,445,150px,50px,179,478
1615564897822,14,-1,2,1615564896853,1615564897580,1615564897822,true,131,445,150px,50px,179,478
1615564897824,14,-1,3,1615564897824,1615564897580,1615564897822,false,169,285,150px,50px,346.5103848635901,24.925872050839473
1615564897864,14,-1,3,1615564897824,1615564897580,1615564897822,false,169,285,150px,50px,347,24
1615564897883,14,-1,3,1615564897824,1615564897580,1615564897822,false,169,285,150px,50px,352,24
1615564897897,14,-1,3,1615564897824,1615564897580,1615564897822,false,169,285,150px,50px,343,23
