timestampLog,pid,condition_id,run_id,timestampConditionStart,timestampCollision,timestampClick,mouseIsInsideElement,targetX,targetY,targetWidth,targetHeight,cursorX,cursorY
1615559588665,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,370.8028500781359,290.6980427434897
1615559588864,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,370,289
1615559588865,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,370,288
1615559588889,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,371,286
1615559588890,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,372,284
1615559588897,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,373,283
1615559588898,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,374,282
1615559588909,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,374,280
1615559588910,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,374,278
1615559588922,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,376,277
1615559588923,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,378,276
1615559588932,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,378,275
1615559588933,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,378,274
1615559588943,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,379,273
1615559588945,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,380,272
1615559588988,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,385,272
1615559588989,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,390,272
1615559588999,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,396,276
1615559589000,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,402,280
1615559589011,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,411,288
1615559589012,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,420,296
1615559589022,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,427,306
1615559589023,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,434,316
1615559589033,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,440,327
1615559589035,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,446,338
1615559589045,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,450,346
1615559589046,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,454,354
1615559589056,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,458,361
1615559589057,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,462,368
1615559589067,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,465,373
1615559589070,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,468,378
1615559589079,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,471,384
1615559589080,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,474,390
1615559589090,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,475,394
1615559589091,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,476,398
1615559589100,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,477,402
1615559589101,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,478,406
1615559589111,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,478,408
1615559589113,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,478,410
1615559589122,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,478,412
1615559589123,11,6,1,1615559588665,1615559588472,1615559588662,false,437,538,150px,50px,478,414
