
1615558827093,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,854.9055466999209,204.55767409633762
1615558827303,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,855,204
1615558827304,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,856,204
1615558827317,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,861,204
1615558827318,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,866,204
1615558827325,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,876,203
1615558827326,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,886,202
1615558827337,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,901,199
1615558827339,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,916,196
1615558827350,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,935,190
1615558827351,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,954,184
1615558827359,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,972,177
1615558827360,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,170
1615558827371,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,162
1615558827373,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,154
1615558827385,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,146
1615558827386,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,138
1615558827394,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,130
1615558827395,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,122
1615558827404,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,115
1615558827406,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,108
1615558827417,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,103
1615558827418,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,98
1615558827427,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,94
1615558827428,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,90
1615558827439,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,88
1615558827440,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827451,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827451,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827461,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827462,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827472,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827473,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827517,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827518,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,86
1615558827539,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,87
1615558827540,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,990,88
1615558827551,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,989,90
1615558827552,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,988,92
1615558827562,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,986,96
1615558827563,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,984,100
1615558827574,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,980,107
1615558827575,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,976,114
1615558827585,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,972,124
1615558827586,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,968,134
1615558827596,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,963,146
1615558827597,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,958,158
1615558827607,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,954,171
1615558827608,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,950,184
1615558827618,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,945,195
1615558827619,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,940,206
1615558827630,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,936,217
1615558827633,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,932,228
1615558827640,11,-1,10,1615558827093,1615558826809,1615558827090,false,837,480,150px,50px,928,239
